artist,publish_date,track
Spencer & Spencer with the Sonia Pryor Choir,1959-05-16,Russian Band Stand
Steve Lawrence,1959-05-16,(I Don't Care) Only Love Me
Ray Peterson,1959-05-16,The Wonder Of You
The Ames Brothers,1959-05-16,Someone To Come Home To
Al Martino,1959-05-16,I Can't Get You Out Of My Heart
Frankie Avalon,1959-05-23,Bobby Sox To Stockings
Frankie Avalon,1959-05-23,A Boy Without A Girl
Nat King Cole,1959-05-23,I Must Be Dreaming
Dinah Washington,1959-05-23,What A Diff'rence A Day Makes
The Mystics,1959-05-23,Hushabye
Big Jay McNeely And Band,1959-05-23,There Is Something On Your Mind
Don French,1959-05-23,Lonely Saturday Night
The Frantics,1959-05-23,Straight Flush
Stonewall Jackson,1959-05-23,Waterloo
Paul Anka,1959-05-30,Lonely Boy
The Flamingos,1959-05-30,I Only Have Eyes For You
Jimmie Rodgers,1959-05-30,Ring-A-Ling-A-Lario
Sil Austin,1959-05-30,Danny Boy
The Megatrons,1959-05-30,Velvet Waters
Carl Mann,1959-05-30,Mona Lisa
Tommy Edwards,1959-05-30,It's Only The Good Times
The Skyliners,1959-05-30,This I Swear
Sheb Wooley,1959-05-30,Sweet Chile
Bobby Freeman,1959-05-30,Mary Ann Thomas
Dodie Stevens,1959-05-30,Yes - Sir - ee
Andre Previn With David Rose,1959-05-30,Like Young
Carl Perkins,1959-05-30,Pointed Toe Shoes
The Drifters,1959-05-30,There Goes My Baby
Addrisi Brothers,1959-05-30,Cherrystone
Ruth Brown,1959-05-30,Jack O'Diamonds
Cathy Carr,1959-06-06,I'm Gonna Change Him
Sam Cooke,1959-06-06,Only Sixteen
Ronnie Hawkins,1959-06-06,Forty Days
Perry Como,1959-06-06,I Know
Hugo & Luigi,1959-06-06,La Plume De Ma Tante
The Four Coins,1959-06-06,"One Love, One Heart"
The Crests featuring Johnny Mastro,1959-06-06,Flower Of Love
"Dave ""Baby"" Cortez",1959-06-06,The Whistling Organ
Fabian,1959-06-13,Tiger
Pat Boone,1959-06-13,Twixt Twelve And Twenty
Clyde McPhatter,1959-06-13,Since You've Been Gone
The Kingston Trio,1959-06-13,M.T.A.
Jimmie Rodgers,1959-06-13,Wonderful You
Patti Page,1959-06-13,With My Eyes Wide Open I'm Dreaming
Huelyn Duvall,1959-06-13,Little Boy Blue
Arthur Lyman,1959-06-13,Taboo
Little Anthony And The Imperials,1959-06-13,A Prayer And A Juke Box
Duane Eddy And The Rebels,1959-06-13,Forty Miles Of Bad Road
Johnny Mathis,1959-06-13,Small World
"Frank Sinatra ""and a bunch of kids""",1959-06-13,High Hopes
Marty Robbins,1959-06-13,Cap And Gown
Chuck Berry,1959-06-20,Back In The U.S.A.
Sammy Turner,1959-06-20,Lavender-Blue
Jackie Wilson,1959-06-20,I'll Be Satisfied
The Platters,1959-06-20,Remember When
Bobby Day,1959-06-20,Gotta New Girl
Little Bill and The Bluenotes,1959-06-20,I Love An Angel
Jacky Noguez And His Musette Orchestra,1959-06-20,"Ciao, Ciao Bambina"
Skip And Flip,1959-06-20,It Was I
The Impalas,1959-06-20,"Oh, What A Fool"
Ricky Nelson,1959-06-27,Just A Little Too Much
Duane Eddy His Twangy Guitar And The Rebels,1959-06-27,The Quiet Three
Anita Bryant,1959-06-27,Till There Was You
Eddie and Betty,1959-06-27,Sweet Someone
Dodie Stevens,1959-06-27,The Five Pennies
The Tempos,1959-06-27,See You In September
Bobby Rydell,1959-06-27,Kissin' Time
Roger Smith,1959-06-27,Beach Time
Jerry Keller,1959-06-27,Here Comes Summer
Jackie Lee,1959-06-27,Happy Vacation
Jack Scott,1959-06-27,The Way I Walk
Elvis Presley With The Jordanaires,1959-07-04,A Big Hunk O' Love
Ricky Nelson,1959-07-04,Sweeter Than You
David Seville And The Chipmunks,1959-07-04,Ragtime Cowboy Joe
Louis Prima And Keely Smith,1959-07-04,Bei Mir Bist Du Schön
Ray Charles and his Orchestra,1959-07-04,What'd I Say (Part I & II)
Carl Smith,1959-07-04,Ten Thousand Drums
Phil Phillips With The Twilights,1959-07-04,Sea Of Love
The Playmates,1959-07-04,What Is Love?
Annette,1959-07-04,Lonely Guitar
The Kalin Twins,1959-07-04,Sweet Sugar Lips
Bo Diddley,1959-07-04,Crackin Up
Elvis Presley With The Jordanaires,1959-07-11,My Wish Came True
Brook Benton,1959-07-11,Thank You Pretty Baby
Johnny Cash And The Tennessee Two,1959-07-11,Katy Too
Eddy Arnold,1959-07-11,Tennessee Stud
The Tassels,1959-07-11,To A Soldier Boy
Marv Johnson,1959-07-11,I'm Coming Home
The Eternals,1959-07-11,Rockin' In The Jungle
The Shirelles,1959-07-11,Dedicated To The One I Love
Ritchie Valens,1959-07-11,Little Girl
Billy & Lillie,1959-07-11,"Bells, Bells, Bells (The Bell Song)"
Joni James,1959-07-11,I Still Get Jealous
Dean Martin,1959-07-11,On An Evening In Roma
Rusty York,1959-07-18,Sugaree
Brook Benton,1959-07-18,With All Of My Heart
The Knightsbridge Strings,1959-07-18,Cry
The Exotic Sounds of Martin Denny,1959-07-18,Martinique
Ray Sharpe,1959-07-18,Linda Lu
Gary Stites,1959-07-18,A Girl Like You
Floyd Robinson,1959-07-18,Makin' Love
Sarah Vaughan,1959-07-18,Broken-Hearted Melody
Richard Barrett With The Chantels,1959-07-18,Summer's Love
The Browns,1959-07-25,The Three Bells
Fats Domino,1959-07-25,I'm Gonna Be A Wheel Some Day
Santo & Johnny,1959-07-25,Sleep Walk
LaVern Baker,1959-07-25,So High So Low
Jane Morgan,1959-07-25,With Open Arms
Marvin Rainwater,1959-07-25,Half-Breed
Kathy Linden,1959-07-25,You Don't Know Girls
George Jones,1959-07-25,Who Shot Sam
Jan & Dean,1959-08-01,Baby Talk
Johnny And The Hurricanes,1959-08-01,Red River Rock
Little Willie John,1959-08-01,Leave My Kitten Alone
Mitchell Torok,1959-08-01,Caribbean
Jimmy Darren,1959-08-01,Angel Face
Jimmy Clanton,1959-08-01,My Own True Love
Roy Hamilton,1959-08-01,Time Marches On
Nina Simone,1959-08-01,"I Loves You, Porgy"
Hawkshaw Hawkins,1959-08-01,Soldier's Joy
Nat King Cole,1959-08-01,Midnight Flyer
Johnny Cash,1959-08-01,I Got Stripes
Eugene Church,1959-08-01,Miami
George Hamilton IV,1959-08-01,Gee
Frankie Ford,1959-08-01,Alimony
Fats Domino,1959-08-08,I Want To Walk You Home
Lloyd Price,1959-08-08,I'm Gonna Get Married
Edd Byrnes and Friend,1959-08-08,Like I Love You
Tommy Edwards,1959-08-08,I've Been There
Don Gibson,1959-08-08,Don't Tell Me Your Troubles
The Tradewinds,1959-08-08,Furry Murray
Bob Beckham,1959-08-08,Just As Much As Ever
Webb Pierce,1959-08-08,I Ain't Never
The Everly Brothers,1959-08-15,('til) I Kissed You
Ronnie Hawkins and The Hawks,1959-08-15,Mary Lou
Ivo Robic and The Song-Masters,1959-08-15,Morgen
Jerry Wallace With The Jewels,1959-08-15,Primrose Lane
The Wailers,1959-08-15,Mau-Mau
The Crests,1959-08-15,The Angels Listened In
Tony Bennett,1959-08-15,Smile
LaVern Baker,1959-08-15,If You Love Me
The Chordettes,1959-08-15,A Girl's Work Is Never Done
Johnny Horton,1959-08-15,Sal's Got A Sugar Lip
Bobby Darin,1959-08-22,Mack The Knife
Johnny Horton,1959-08-22,Johnny Reb
The Coasters,1959-08-22,Poison Ivy
Bob McFadden And Dor,1959-08-22,The Mummy
Dee Clark,1959-08-22,Hey Little Girl
Johnny Tillotson,1959-08-22,True True Happiness
Johnny Cash,1959-08-22,Five Feet High And Rising
The Dubs,1959-08-22,Chapel Of Dreams
Freddie Cannon,1959-08-22,Okefenokee
Clyde McPhatter,1959-08-22,Twice As Nice
Gene & Eunice,1959-08-22,Poco-Loco
Tommy Edwards,1959-08-22,I Looked At Heaven
Frankie Avalon,1959-08-29,Just Ask Your Heart
Paul Anka,1959-08-29,Put Your Head On My Shoulder
Eddie Cochran,1959-08-29,Somethin Else
Connie Francis,1959-08-29,You're Gonna Miss Me
Dick Flood,1959-08-29,The Three Bells (The Jimmy Brown Story)
Bobby Vee and The Shadows,1959-08-29,Suzie Baby
Jerry Fuller,1959-08-29,Betty My Angel
Joe Damiano,1959-08-29,I Cried
Nat King Cole,1959-08-29,Sweet Bird Of Youth
The Strangers,1959-08-29,The Caterpillar Crawl
The Coasters,1959-09-05,I'm A Hog For You
Andy Williams,1959-09-05,Lonely Street
The Fleetwoods,1959-09-05,Mr. Blue
Homer And Jethro,1959-09-05,The Battle Of Kookamonga
Fabian,1959-09-05,Come On And Get Me
The Mormon Tabernacle Choir,1959-09-05,Battle Hymn Of The Republic
The Platters,1959-09-05,Where
Jivin' Gene And The Jokers,1959-09-05,Breaking Up Is Hard To Do
Sandy Nelson,1959-09-05,Teen Beat
Johnny Restivo,1959-09-05,The Shape I'm In
Fireflies,1959-09-05,You Were Mine
Jackie Wilson,1959-09-05,You Better Know It
Pat Boone,1959-09-12,Fools Hall Of Fame
Wink Martindale,1959-09-12,Deck Of Cards
The Clovers,1959-09-12,Love Potion No. 9
Dion & The Belmonts,1959-09-12,Every Little Thing I Do
Paul Evans and the Curls,1959-09-12,(Seven Little Girls) Sitting In The Back Seat
The Kingston Trio,1959-09-12,A Worried Man
The Frantics,1959-09-12,Fog Cutter
The Olympics,1959-09-12,Private Eye
The Platters,1959-09-12,Wish It Were Me
Leslie Uggams,1959-09-12,One More Sunrise (Morgen)
Johnnie Ray,1959-09-12,I'll Never Fall In Love Again
Fabian,1959-09-19,Got The Feeling
E.C. Beatty,1959-09-19,Ski King
Bo Diddley,1959-09-19,Say Man
Della Reese,1959-09-19,Don't You Know
Boyd Bennett,1959-09-19,Boogie Bear
The Isley Brothers,1959-09-19,Shout - Part 1
Jimmie Rodgers,1959-09-19,Tucumcari
Frankie Avalon,1959-09-19,Two Fools
Anita Bryant,1959-09-19,Six Boys And Seven Girls
Connie Francis,1959-09-19,Plenty Good Lovin'
Ernie Fields & Orch.,1959-09-19,In The Mood
Al Martino,1959-09-26,"Darling, I Love You"
Tommy Sands,1959-09-26,I'll Be Seeing You
Cliff Richard and The Drifters,1959-09-26,Living Doll
The Skyliners,1959-09-26,It Happened Today
Chet Atkins,1959-09-26,Boo Boo Stick Beat
Fireballs,1959-09-26,Torquay
Duane Eddy His Twangy Guitar And The Rebels,1959-09-26,"First Love, First Tears"
The Islanders,1959-09-26,The Enchanted Sea
Rock-A-Teens,1959-10-03,Woo-Hoo
Johnny Mathis,1959-10-03,Misty
Duane Eddy His Twangy Guitar And The Rebels,1959-10-03,Some Kind-A Earthquake
Kitty Kallen,1959-10-03,If I Give My Heart To You
Guy Mitchell,1959-10-03,Heartaches By The Number
Bill Haley And His Comets,1959-10-03,Joey's Song
Dinah Washington,1959-10-03,Unforgettable
The Passions,1959-10-03,Just To Be With You
The Miracles,1959-10-03,Bad Girl
The Flamingos,1959-10-03,Love Walked In
Bobby Rydell,1959-10-10,We Got Love
Bobby Rydell,1959-10-10,I Dig Girls
Neil Sedaka,1959-10-10,Oh! Carol
Johnny Preston,1959-10-10,Running Bear
"Carl Dobkins, Jr.",1959-10-10,If You Don't Want My Lovin'
Ruth Brown,1959-10-10,I Don't Know
Patti Page,1959-10-10,Goodbye Charlie
The Drifters,1959-10-10,Dance With Me
Johnny Mathis,1959-10-10,The Story Of Our Love
Jack Scott,1959-10-10,There Comes A Time
Brook Benton,1959-10-17,So Many Ways
Frank Sinatra,1959-10-17,Talk To Me
Dion & The Belmonts,1959-10-17,A Lover's Prayer
Jerry Fuller,1959-10-17,Tennessee Waltz
Stonewall Jackson,1959-10-17,Igmoo (The Pride Of South Central High)
Tommy Facenda,1959-10-17,High School U.S.A.
The Spacemen,1959-10-17,The Clouds
The Revels,1959-10-17,Midnight Stroll
The Mystics,1959-10-17,Don't Take The Stars
Royal Teens,1959-10-24,Believe Me
Carl Mann,1959-10-24,Pretend
Fats Domino,1959-10-24,Be My Guest
The Fleetwoods,1959-10-24,You Mean Everything To Me
Bobby Peterson Quintet,1959-10-24,The Hunch
Lloyd Price and His Orchestra,1959-10-24,Come Into My Heart
Annette With The Afterbeats,1959-10-24,First Name Initial
Fats Domino,1959-10-24,I've Been Around
Annette With The Afterbeats,1959-10-24,My Heart Became Of Age
Jan & Dean,1959-10-24,There's A Girl
Sammy Turner,1959-10-31,Always
The Drifters,1959-10-31,"(If You Cry) True Love, True Love"
Clyde McPhatter,1959-10-31,You Went Back On Your Word
Gary Stites,1959-10-31,Starry Eyed
The Browns,1959-10-31,Scarlet Ribbons (For Her Hair)
LaVern Baker,1959-10-31,Tiny Tim
Marv Johnson,1959-10-31,You Got What It Takes
Johnny And The Hurricanes,1959-10-31,Reveille Rock
Skip And Flip,1959-10-31,Fancy Nancy
Tommy Edwards,1959-10-31,Honestly And Truly
Sarah Vaughan,1959-10-31,Smooth Operator
The Knightsbridge Strings,1959-10-31,Wheel Of Fortune
Rocco Granata and the International Quintet,1959-11-07,Marina
The Nutty Squirrels,1959-11-07,Uh! Oh! Part 2
Jane Morgan,1959-11-07,Happy Anniversary
Marty Robbins,1959-11-07,El Paso
Rod Bernard,1959-11-07,One More Chance
Crash Craddock,1959-11-07,Don't Destroy Me
Ray Charles and his Orchestra,1959-11-07,I'm Movin' On
Ralph DeMarco,1959-11-07,Old Shep
Sam Cooke,1959-11-07,"There, I've Said It Again"
Lloyd Price and His Orchestra,1959-11-07,Wont'cha Come Home
Miss Toni Fisher,1959-11-14,The Big Hurt
Johnny Mathis,1959-11-14,The Best Of Everything
Fabian,1959-11-14,Hound Dog Man
Ray Peterson,1959-11-14,Goodnight My Love (Pleasant Dreams)
Sonny Spencer,1959-11-14,Gilee
Connie Francis,1959-11-14,God Bless America
Tommy Edwards,1959-11-14,(New In) The Ways Of Love
Don Costa And His Orchestra And Chorus,1959-11-14,I'll Walk The Line
Clyde Stacy,1959-11-14,So Young
Fabian,1959-11-21,This Friendly World
Freddie Cannon,1959-11-21,Way Down Yonder In New Orleans
Paul Anka,1959-11-21,It's Time To Cry
Connie Francis,1959-11-21,Among My Souvenirs
Steve Lawrence,1959-11-21,Pretty Blue Eyes
Jackie Wilson,1959-11-21,Talk That Talk
Larry Hall,1959-11-21,Sandy
Frankie Avalon,1959-11-21,Why
Titus Turner,1959-11-21,We Told You Not To Marry
Ricky Nelson,1959-11-28,I Wanna Be Loved
Santo & Johnny,1959-11-28,Tear Drop
Ricky Nelson,1959-11-28,Mighty Good
Sammy Turner,1959-11-28,Symphony
5 Satins,1959-11-28,Shadows
Pat Boone,1959-11-28,Beyond The Sunset
Bill Black's Combo,1959-11-28,Smokie - Part 2
April Stevens,1959-11-28,Teach Me Tiger
The Crests,1959-12-05,A Year Ago Tonight
The Coasters,1959-12-05,What About Us
"Dancer, Prancer And Nervous",1959-12-05,The Happy Reindeer
"Carl Dobkins, Jr.",1959-12-05,Lucky Devil
Little Anthony And The Imperials,1959-12-05,"Shimmy, Shimmy, Ko-Ko-Bop"
Jimmy Clanton,1959-12-05,"Go, Jimmy, Go"
Dee Clark,1959-12-05,How About That
The Nutty Squirrels,1959-12-05,Uh! Oh! Part 1
Andy Williams,1959-12-12,The Village Of St. Bernadette
Della Reese,1959-12-12,Not One Minute More
David Seville And The Chipmunks,1959-12-12,The Chipmunk Song (Christmas Don't Be Late)
Mitch Miller,1959-12-12,Do-Re-Mi
Bobby Freeman,1959-12-12,Ebb Tide
The Bluenotes,1959-12-12,I Don't Know What It Is
Bonnie Guitar,1959-12-12,Candy Apple Red
The Kingston Trio,1959-12-12,CooCoo-U
Hugo & Luigi,1959-12-12,Just Come Home
Tony Bennett,1959-12-19,Climb Ev'ry Mountain
Dorothy Collins,1959-12-19,Baciare Baciare (Kissing Kissing)
The Coasters,1959-12-19,Run Red Run
Frankie Avalon,1959-12-19,Swingin' On A Rainbow
Clyde McPhatter,1959-12-19,Let's Try Again
Brook Benton,1959-12-19,This Time Of The Year
Rod Lauren,1959-12-19,If I Had A Girl
Brenda Lee,1959-12-19,Sweet Nothin's
Mark Dinning,1959-12-19,Teen Angel
Jim Reeves,1959-12-26,He'll Have To Go
Stonewall Jackson,1959-12-26,Mary Don't You Weep
Webb Pierce,1959-12-26,No Love Have I
Dion & The Belmonts,1959-12-26,Where Or When
The Four Preps,1959-12-26,Down By The Station
Duane Eddy His Twangy Guitar And The Rebels,1959-12-26,Bonnie Came Back
Jimmy Jones,1959-12-26,Handy Man
Anita Bryant,1959-12-26,Promise Me A Rose (A Slight Detail)
Conway Twitty,1959-12-26,Lonely Blue Boy
Joe Turner,1959-12-26,Honey Hush
Joni James,1959-12-26,Little Things Mean A Lot
The Viscounts,1959-12-26,Harlem Nocturne
Patti Page,1959-12-26,The Sound Of Music
The Knockouts,1959-12-26,Darling Lorraine
Bob Beckham,1960-01-02,Crazy Arms
Bill Haley And His Comets,1960-01-02,Skokiaan (South African Song)
Ray Smith,1960-01-02,Rockin' Little Angel
Spencer Ross,1960-01-02,Tracy's Theme
Faron Young,1960-01-02,Riverboat
The Five Satins,1960-01-02,In The Still Of The Nite
Jerry Wallace,1960-01-02,Little Coco Palm
Chet Atkins,1960-01-02,One Mint Julep
Bill Doggett,1960-01-02,Smokie-Part 2
Jack Scott,1960-01-09,What In The World's Come Over You
The Everly Brothers,1960-01-09,Let It Be Me
Jimmie Rodgers,1960-01-09,T.L.C. Tender Love And Care
Percy Faith And His Orchestra,1960-01-09,"The Theme From ""A Summer Place"""
Ray Charles,1960-01-09,Let The Good Times Roll
Adam Wade,1960-01-09,Tell Her For Me
The Fireballs,1960-01-09,Bulldog
Tender Slim,1960-01-09,Teenage Hayride
Bobby Darin,1960-01-16,Beyond The Sea
Jimmie Rodgers,1960-01-16,Waltzing Matilda
Johnny Tillotson,1960-01-16,Why Do I Love You So
Debbie Reynolds,1960-01-16,Am I That Easy To Forget
Jacky Noguez And His Orchestra,1960-01-16,Amapola
The Champs,1960-01-16,Too Much Tequila
Janice Harper,1960-01-16,Cry Me A River
Sonny James,1960-01-16,I Forgot More Than You'll Ever Know
Roy Orbison,1960-01-16,Up Town
Frankie Ford,1960-01-16,Time After Time
Ivo Robic,1960-01-16,The Happy Muleteer
The Rivieras,1960-01-16,Since I Made You Cry
Paul Evans,1960-01-23,Midnite Special
The Little Dippers,1960-01-23,Forever
Dinah Washington & Brook Benton,1960-01-23,Baby (You've Got What It Takes)
Frank Chacksfield And His Orch.,1960-01-23,On The Beach
The Platters,1960-01-23,Harbor Lights
Jamie Horton,1960-01-23,My Little Marine
The Fireflies Featuring Ritchie Adams,1960-01-23,I Can't Say Goodbye
The Flamingos,1960-01-23,I Was Such A Fool (To Fall In Love With You)
The Rays,1960-01-23,Mediterranean Moon
Bobby Bland,1960-01-23,I'll Take Care Of You
The McGuire Sisters,1960-01-23,Livin' Dangerously
Elton Anderson With Sid Lawrence Combo,1960-01-23,Secret Of Love
Fats Domino,1960-01-30,Country Boy
The Ames Brothers,1960-01-30,China Doll
Lloyd Price and His Orchestra,1960-01-30,Lady Luck
Bobby Rydell,1960-01-30,Wild One
Chuck Berry,1960-01-30,Let It Rock
Nat King Cole,1960-01-30,Time And The River
Kitty Kallen,1960-01-30,That Old Feeling
Bobby Rydell,1960-01-30,Little Bitty Girl
Connie Stevens,1960-01-30,Sixteen Reasons
Dorsey Burnette,1960-01-30,(There Was A) Tall Oak Tree
Barrett Strong,1960-01-30,Money (That's what I want)
Teresa Brewer,1960-01-30,Peace Of Mind
Buster Brown,1960-01-30,Fannie Mae
The Olympics,1960-01-30,(Baby) Hully Gully
Bob Crewe,1960-01-30,The Whiffenpoof Song
Perry Como,1960-02-06,Delaware
Marty Wilde,1960-02-06,Bad Boy
Pete Fountain,1960-02-06,A Closer Walk
Perry Como,1960-02-06,I Know What God Is
Ray Charles,1960-02-06,Don't Let The Sun Catch You Cryin'
Narvel Felts,1960-02-06,Honey Love
Jan & Dean,1960-02-06,Clementine
Johnny And The Hurricanes,1960-02-13,Beatnik Fly
The Fleetwoods,1960-02-13,Outside My Window
Chuck Berry,1960-02-13,"Too Pooped To Pop (""Casey"")"
Chet Atkins,1960-02-13,Teensville
The Johnny Otis Show,1960-02-13,Mumblin' Mosie
Jimmy Reed,1960-02-13,Baby What You Want Me To Do
Nat Kendrick And The Swans,1960-02-13,(Do The) Mashed Potatoes (Part 1)
Rosco Gordon,1960-02-13,Just A Little Bit
Sarah Vaughan,1960-02-13,You're My Baby
Wade Flemons,1960-02-13,What's Happening
Fats Domino,1960-02-13,If You Need Me
Billy Bland,1960-02-13,Let The Little Girl Dance
Sammy Turner,1960-02-13,Paradise
Pat Boone,1960-02-20,(Welcome) New Lovers
Fabian,1960-02-20,String Along
Paul Anka,1960-02-20,Puppy Love
Connie Francis,1960-02-20,Mama
The Drifters,1960-02-20,This Magic Moment
Annette,1960-02-20,O Dio Mio
Freddy Cannon,1960-02-20,Chattanooga Shoe Shine Boy
Tommy Edwards,1960-02-20,Don't Fence Me In
Gary Stites,1960-02-20,Lawdy Miss Clawdy
Doris Day,1960-02-20,Anyway The Wind Blows
Johnny Ferguson,1960-02-20,Angela Jones
The Platters,1960-02-20,Sleepy Lagoon
The Brothers Four,1960-02-20,Greenfields
David Seville And The Chipmunks,1960-02-20,Alvin's Orchestra
The Kingston Trio,1960-02-20,El Matador
Little Willie John,1960-02-20,Let Them Talk
Fabian,1960-02-27,About This Thing Called Love
Connie Francis,1960-02-27,Teddy
Monty Kelly And His Orchestra,1960-02-27,Summer Set
The Frantics,1960-02-27,Werewolf
Johnny Mathis,1960-02-27,Starbright
Ernie Fields & Orch.,1960-02-27,Chattanooga Choo Choo
Guy Mitchell,1960-02-27,The Same Old Me
The Crests,1960-02-27,Step By Step
Lenny Welch,1960-02-27,You Don't Know Me
Harold Dorman,1960-02-27,Mountain Of Love
Bo Diddley,1960-02-27,Road Runner
Stan Freberg,1960-02-27,The Old Payola Roll Blues (Side I)
Clyde McPhatter,1960-02-27,Just Give Me A Ring
Johnny Horton,1960-03-05,Sink The Bismark
Bill Black's Combo,1960-03-05,White Silver Sands
Marv Johnson,1960-03-05,I Love The Way You Love
Don Gibson,1960-03-05,Just One Time
Lloyd Price and His Orchestra,1960-03-05,Never Let Me Go
Steve Lawrence,1960-03-05,Footsteps
June Valli,1960-03-05,Apple Green
Nat King Cole,1960-03-05,Whatcha' Gonna Do
Nickey DeMatteo,1960-03-05,Suddenly
Bobby Comstock And The Counts,1960-03-05,Jambalaya
Les Compagnons De La Chanson,1960-03-05,Down By The Riverside
Frankie Avalon,1960-03-12,Don't Throw Away All Those Teardrops
Dee Clark,1960-03-12,At My Front Door
Johnny Cash And The Tennessee Two,1960-03-12,Straight A's In Love
Marty Robbins,1960-03-12,Big Iron
Santo & Johnny,1960-03-12,Caravan
The Browns Featuring Jim Edward Brown,1960-03-12,The Old Lamplighter
Adam Wade,1960-03-12,Ruby
Ruth Brown,1960-03-12,Don't Deceive Me
Charlie Rich,1960-03-12,Lonely Weekends
Sam Cooke,1960-03-12,Teenage Sonata
Duane Eddy His Twangy Guitar And The Rebels,1960-03-19,Shazam!
Jackie Wilson,1960-03-19,Night
Andy Williams,1960-03-19,Wake Me When It's Over
Pat Boone,1960-03-19,Words
Della Reese,1960-03-19,Someday (You'll Want Me to Want You)
